filename,mean,median,std,variance,minimum,maximum,peak_to_peak,rms,mean_absolute_value,maximum_absolute_value,skewness,kurtosis,q01,q05,q25,q75,q95,q99,abs_q50,abs_q90,abs_q95,abs_q99,abs_q999,mean_absolute_diff,std_diff,rms_diff,max_absolute_diff,zero_crossing_count,turning_point_count,rainflow_cycle_count,rainflow_total_count,range_mean,range_std,range_median,range_max,range_q75,range_q90,range_q95,range_q99,weighted_range_mean,fatigue_power_2,fatigue_power_2_per_cycle,fatigue_power_3,fatigue_power_3_per_cycle,fatigue_power_4,fatigue_power_4_per_cycle,fatigue_power_5,fatigue_power_5_per_cycle,fatigue_power_6,fatigue_power_6_per_cycle,fatigue_power_7,fatigue_power_7_per_cycle,fatigue_power_8,fatigue_power_8_per_cycle,large_cycle_count_above_q75,large_cycle_weighted_count_above_q75,large_cycle_count_above_q90,large_cycle_weighted_count_above_q90,large_cycle_count_above_q95,large_cycle_weighted_count_above_q95,large_cycle_count_above_q99,large_cycle_weighted_count_above_q99,damage
train01.csv,5.935076837195951,5.877941,8.63142014337503,74.5014136914602,-19.34373,39.39125,58.73498,10.475044188683889,8.728351737774723,39.39125,-0.3043324038315018,0.014220077753871685,-15.473143,-10.280573,1.1274768,12.123761,19.721903,23.692183,7.334288,16.699768,19.721903,23.692183,29.335526,0.6555962488779099,0.8418242190492922,0.8418242191897825,7.77151747,11115.0,340284.0,179181.0,179168.0,1.0647891076552536,1.1795317073870577,0.7801869999999997,58.73498,1.3349849999999996,2.0024770000000007,2.661301,4.877028092000051,1.0631905154706252,440187.0044816891,2.4568394159765643,3265295.131142294,18.224767431362153,70118696.26450488,391.3572527711694,2444584127.75189,13644.088943069579,104581020494.31914,583703.6775223206,4952817937412.477,27643429.28096801,248359171861141.4,1386180410.9056382,43893.0,43882.5,17910.0,17899.5,8959.0,8949.0,1792.0,1782.5,0.103662995
train02.csv,-7.732027950401873,-8.015717,10.753981319809878,115.64811422681981,-37.650806,25.297182,62.947988,13.245088540761653,10.834830739951036,37.650806,0.17938363529458087,0.7433073793499321,-29.840237,-27.880156,-11.272601,-3.8021774,12.580031,21.151672,8.5642,25.715986,27.880156,29.840237,32.55238389300022,0.39134608853421743,0.5247498620304306,0.5247498624656394,15.8549847,4621.0,308566.0,165828.0,165818.0,0.687054061183021,1.0212708921265419,0.4379349999999995,62.947988,0.8673690000000001,1.4158511999999996,1.960083,4.344198040000044,0.6857477705162167,240751.71901839235,1.4519034062550047,2375278.4989588927,14.324611917637968,74270742.64317445,447.9051890818515,3460326501.9934645,20868.219988140398,182256036122.6852,1099133.0019822046,10070115503065.328,60729929.821040705,569677090647730.8,3435556397.060215,41155.0,41145.0,16552.0,16542.5,8284.0,8275.0,1659.0,1652.0,0.149208849
train03.csv,1.9267831672822162,1.9638029,9.01978088432064,81.35644720115604,-28.079456,29.944937,58.024393,9.223282527109218,6.7831962436406,29.944937,-0.1916012186416521,0.6611572628226323,-22.896507,-14.864844,-2.5941331,5.9562488,18.465061,21.373297,4.349066,17.703989,19.962759,23.109097,24.655691,0.5202774993140749,0.6692390464392847,0.669239046458161,7.16004106,12747.0,327882.0,173111.0,173099.0,0.8743839504628704,1.0642639037771329,0.6505266000000001,58.024393,1.088462999999999,1.7389885,2.1726730000000023,4.672734984999999,0.8733243407642333,321179.9323578977,1.855469600389937,2597282.7173420433,15.004608445698954,66004695.10138794,381.3118221444835,2649042911.869223,15303.62920565239,123941262722.33711,716013.7419761935,6156969844684.148,35569066.51502405,314615609735338.75,1817547240.222871,43272.0,43261.0,17213.0,17202.0,8656.0,8646.0,1732.0,1725.5,0.111297606
train04.csv,-2.4779050628525248,-2.5957277,6.969851630661143,48.578831753429796,-54.09785,38.48947,92.58732,7.397218751256445,5.877621809144323,54.09785,0.11237932304285024,0.20642085342756866,-18.591022,-14.3137045,-6.83903,1.4945098,9.751516,14.016078,4.9852424,12.204809,14.981450599999702,18.897152,22.26033,0.6488027439783727,0.8350372397472205,0.835037239761481,14.698495999999999,17647.0,330460.0,171874.0,171863.5,1.0992726249826268,1.7918676062861878,0.7610729999999997,92.58732,1.1990093000000002,1.9600825,3.04854485,7.840329951819999,1.0968925972587782,733601.2237501093,4.26851090400294,11766234.822032662,68.46267428530585,415219565.53433025,2415.9845780769638,21415899980.113483,124609.93742192777,1366308916286.5898,7949965.619730716,99114949100435.72,576707381.7328037,7785078066284762.0,45298030508.42536,42816.0,42805.5,17182.0,17172.5,8593.0,8584.0,1719.0,1711.0,0.894736481
train05.csv,3.074597879373266,2.9789214,8.83038255181263,77.97565601135692,-19.364319,29.429405,48.793724,9.350337327134433,7.164898302640969,29.429405,0.07648351309656971,0.2607937256169861,-15.563205,-13.177941,-0.38000515,7.855743,20.105196,24.65888,4.492564,15.011532,20.105196,24.65888,26.393618,0.3693749621958979,0.4761608002034278,0.4761608002037525,7.802064,16310.0,325970.0,176341.0,176329.5,0.6096516779216631,0.7370975495991215,0.43793600000000055,48.793724,0.7653248999999998,1.1990089999999993,1.5221464999999998,2.7126509999999993,0.6086639179953381,154335.3058646944,0.8752665088070596,1232235.248937476,6.988253519334405,34847168.50578181,197.62528961848022,1344048418.7958822,7622.368456757844,56648434373.9172,321264.6458699038,2480903389675.7554,14069701.26765944,110915424687027.67,629023644.2967721,44084.0,44073.0,17620.0,17610.0,8802.0,8793.5,1763.0,1757.0,0.054740135
train06.csv,-6.897782486915746,-6.5313053,10.940570022076649,119.69607240796225,-44.113018,40.77429,84.88730799999999,12.933502064203795,10.34648616287499,44.113018,0.08075371938619136,0.6637826604953294,-31.306578,-27.394917,-10.991449,-2.9597883,13.528716,21.687931,7.615516,24.231573,27.394917,31.306578,34.11702,0.4874982258352489,0.6476328432072486,0.6476328433993609,17.806563999999998,5898.0,311222.0,164703.0,164690.0,0.8618865023727982,1.4462176762510817,0.5442309999999999,84.88730799999999,0.9779153000000003,1.6326929999999997,2.7126520000000003,6.509514989999999,0.860084041226407,450603.8274472393,2.736072787948505,5975156.872625461,36.28123670305095,207400637.317784,1259.3395914614366,11041635939.0579,67044.96896628756,699174533750.279,4245397.618254169,48149764454898.09,292366048.0593727,3485717316613299.0,21165324650.02914,40889.0,40877.0,16363.0,16352.5,8231.0,8221.0,1648.0,1640.0,0.467359393
train07.csv,-0.01332306912495518,-1.0990919,7.273800356599723,52.90817162767026,-24.620083,21.027306,45.647389000000004,7.273812558200904,5.24453159245378,24.620083,0.129642382397834,0.5945682445937828,-18.480474,-13.599401,-3.2717648,3.1399589,14.20741,15.950651,3.2547574,14.105366,15.648772,18.582518,20.33001,0.45106427450619235,0.5696482651283293,0.5696482651749413,6.6328176999999995,9343.0,325655.0,177926.0,177914.0,0.7374012008682372,0.7337209497130235,0.6505263000000001,45.647389000000004,0.9779153000000003,1.3053050000000006,1.6369454,3.0442938749999997,0.7366537207211461,188401.6875648433,1.0589480735908545,1018961.8040107635,5.7272716256773695,20911916.44916875,117.53946541120288,670781605.7900659,3770.257572704036,24478936609.402184,137588.59116990335,941829548334.4412,5293734.88502558,37265086403315.61,209455615.65315607,44426.0,44415.0,17536.0,17526.5,8892.0,8882.5,1780.0,1773.0,0.028737481
train08.csv,1.363015578756441,3.2648609,8.907250103750016,79.33910441075467,-25.758049,28.776934,54.534983,9.010933130297186,6.871079342566628,28.776934,-0.22915262093712951,0.6894858680102711,-19.672602,-16.785913,-2.9549534,4.690867,18.292105,22.717493,4.3571205,17.241022,19.510063,22.83452,27.11254,0.5572180311310765,0.7282744722054156,0.7282744722258249,10.2291021,13136.0,333609.0,178428.0,178412.5,0.9085454608058153,0.9992965928364056,0.6674924999999998,54.534983,1.2179570000000002,1.7770894000000004,2.2235293,4.3343652811,0.9074756113861417,317679.6595394871,1.7805908192502604,2119927.0615068753,11.882166672777274,48284059.943412155,270.6315978051547,1861778790.6197152,10435.248598723269,85004163261.6381,476447.35240881727,4133799585597.256,23169898.88935616,206992023920419.5,1160187901.1864052,44599.0,44585.0,17833.0,17821.0,8895.0,8885.0,1785.0,1779.0,0.078418334
train09.csv,3.968364001449333,4.0923634,2.8841222881098316,8.318161372771891,-15.130052,31.197628,46.32768,4.905718522374767,4.237060023971969,31.197628,-0.17034834665231932,1.096785775620989,-3.4971106,-0.79296184,2.1322806,5.954654,8.225119,10.703921,4.1901546,7.2387,8.225119,10.708173,15.15131,0.5072969772912468,0.6485443902876801,0.6485443902944164,5.969536999999999,14626.0,337540.0,179347.0,179333.0,0.8231246948247029,1.0128206308785654,0.6547776999999999,46.32768,0.9821679999999997,1.5263982999999999,1.9600827,4.341094408,0.8219343683162383,298773.50897016283,1.6660263809235492,2070710.3132403495,11.546733246197574,33346906.427240036,185.94963797650203,800490206.8744242,4463.708335188862,24129940797.34671,134553.8233194488,838674295611.4629,4676631.158857895,31893306327006.586,177844046.14324516,44824.0,44811.0,17897.0,17885.0,8962.0,8951.0,1794.0,1785.5,0.033628754
train10.csv,-3.144712691729918,-3.7724147,15.500436437273631,240.26352974596008,-51.528698,36.99815,88.526848,15.816217868361809,11.570568665216843,51.528698,-0.08348501534782278,0.8941312918163473,-42.55314,-35.371838,-7.9264297,3.7362745,28.00133,31.279472,7.263148,29.266243,35.465374,42.55314,49.462322,0.4884634953493828,0.6283614216523129,0.6283614216539659,10.7995874,7919.0,317841.0,169667.0,169654.0,0.837810539224917,1.1655166734071927,0.6505260000000002,88.526848,0.9821673,1.5221475000000009,2.1726726999999997,4.898079999999999,0.8365715454806194,337092.14095542673,1.986938951957671,4823248.347017656,28.429912333441333,240407423.5506678,1417.0454192100851,16786841640.453094,98947.51459118615,1281462184847.7869,7553386.2145766495,101109451681804.23,595974463.8016447,8106914725735297.0,47784990190.24189,42339.0,42327.0,16960.0,16951.0,8481.0,8473.5,1696.0,1691.0,0.716510036
