filename,mean,median,standard_deviation,variance,minimum,maximum,peak_to_peak,rms,mean_absolute_value,maximum_absolute_value,skewness,kurtosis,damage
train01.csv,5.935076837195951,5.877941,8.63142014337503,74.5014136914602,-19.34373,39.39125,58.73498,10.475044188683889,8.728351737774723,39.39125,-0.3043324038315018,0.014220077753871685,0.103662995
train02.csv,-7.732027950401873,-8.015717,10.753981319809878,115.64811422681981,-37.650806,25.297182,62.947988,13.245088540761653,10.834830739951036,37.650806,0.17938363529458087,0.7433073793499321,0.149208849
train03.csv,1.9267831672822162,1.9638029,9.01978088432064,81.35644720115604,-28.079456,29.944937,58.024393,9.223282527109218,6.7831962436406,29.944937,-0.1916012186416521,0.6611572628226323,0.111297606
train04.csv,-2.4779050628525248,-2.5957277,6.969851630661143,48.578831753429796,-54.09785,38.48947,92.58732,7.397218751256445,5.877621809144323,54.09785,0.11237932304285024,0.20642085342756866,0.894736481
train05.csv,3.074597879373266,2.9789214,8.83038255181263,77.97565601135692,-19.364319,29.429405,48.793724,9.350337327134433,7.164898302640969,29.429405,0.07648351309656971,0.2607937256169861,0.054740135
train06.csv,-6.897782486915746,-6.5313053,10.940570022076649,119.69607240796225,-44.113018,40.77429,84.88730799999999,12.933502064203795,10.34648616287499,44.113018,0.08075371938619136,0.6637826604953294,0.467359393
train07.csv,-0.01332306912495518,-1.0990919,7.273800356599723,52.90817162767026,-24.620083,21.027306,45.647389000000004,7.273812558200904,5.24453159245378,24.620083,0.129642382397834,0.5945682445937828,0.028737481
train08.csv,1.363015578756441,3.2648609,8.907250103750016,79.33910441075467,-25.758049,28.776934,54.534983,9.010933130297186,6.871079342566628,28.776934,-0.22915262093712951,0.6894858680102711,0.078418334
train09.csv,3.968364001449333,4.0923634,2.8841222881098316,8.318161372771891,-15.130052,31.197628,46.32768,4.905718522374767,4.237060023971969,31.197628,-0.17034834665231932,1.096785775620989,0.033628754
train10.csv,-3.144712691729918,-3.7724147,15.500436437273631,240.26352974596008,-51.528698,36.99815,88.526848,15.816217868361809,11.570568665216843,51.528698,-0.08348501534782278,0.8941312918163473,0.716510036
train11.csv,7.9354786033941,7.955661,4.63180149310024,21.453585071485612,-13.06952,32.471573,45.541093000000004,9.188329866543274,8.102746596565725,32.471573,-0.18456172785085836,-0.35606409566486574,0.056409053
train12.csv,-1.5447622467630022,-0.5107482,4.242997908846007,18.00303125447159,-36.812668,21.858004,58.670672,4.5154536486931045,2.85225161342107,36.812668,-1.4040995019596085,2.048830035638048,0.054978382
train13.csv,0.020318925604689207,0.18335913,2.918788630322143,8.519327068497812,-21.768717,19.656631,41.425348,2.9188593537948244,2.0364827157620784,21.768717,-0.11364566401968226,0.8448434548023016,0.028620288
train14.csv,-2.909583395633431,-3.040573,2.901234259821228,8.417160230360428,-20.387941,18.265228,38.653169000000005,4.108872809726068,3.4691296764563417,20.387941,0.35187324427933075,1.096097249680469,0.035544524
train15.csv,-4.097311944669335,-4.9501653,4.974653287566468,24.74717533149587,-31.82583,23.473158,55.298988,6.444776218258155,5.48158741437689,31.82583,0.6021279201326087,0.8630630583664112,0.051323979
train16.csv,-6.39561189379945,-5.6065373,9.9425281820323,98.8538666505065,-55.69706,28.331377,84.028437,11.821916855849372,9.418733189674608,55.69706,-0.13966718351764223,0.4138044238034273,0.61202604
train17.csv,-6.190596466655104,-5.421584,10.358194617430582,107.2921957325679,-49.495808,28.950016,78.445824,12.067132233697059,9.374906653994415,49.495808,-0.47761053739651765,1.1948580776263333,0.423558906
train18.csv,4.061950140234935,3.0272858,10.873316431167355,118.229010212294,-34.129246,37.60297,71.732216,11.607258468477756,8.616601575833204,37.60297,-0.07211562390886436,0.4748532113300237,0.375658256
train19.csv,-0.015160703197088366,-0.15412797,3.1031879630466754,9.629775533997774,-18.483664,19.99518,38.478844,3.1032249968249497,2.3676865062365855,19.99518,0.09523808693701417,0.8081065030018806,0.033974091
train20.csv,-8.254081131711004,-8.255944,9.115645027425586,83.0949842660288,-39.69805,23.130886,62.828936,12.297350917774788,10.242549157799617,39.69805,0.11107843874320665,0.5784484338919351,0.115031186
train21.csv,-0.1419380049069589,1.203261,3.924486718011482,15.401595999848533,-33.045036,24.541424,57.58646,3.927052634875868,2.894616308296287,33.045036,-1.325741072531803,1.9090522455925032,0.056276601
train22.csv,-4.0870558653786375,-3.50774,6.811861061945083,46.4014511272436,-31.297544,19.932467,51.230011,7.943895566658055,6.42702460087658,31.297544,0.06977977540041083,-0.7171550138164524,0.080670606
train23.csv,4.420352608073622,6.493039,11.766261792722448,138.44491657488007,-49.762604,43.288166,93.05077,12.569185882728572,10.142173969733689,49.762604,-0.32339865362049613,0.33612736419822387,0.789624017
train24.csv,-4.560233086580941,-4.705155,4.285552893095039,18.365963599515254,-29.688766,21.315899,51.004665,6.2579301213310785,5.297963201480322,29.688766,0.27771102042796275,1.4184116969668588,0.060708901
train25.csv,-0.6673736492651721,0.22375128,8.565881208522951,73.3743208785266,-26.64341,23.978592,50.622001999999995,8.591839643886525,5.989196802729563,26.64341,-0.272243247521711,0.49241302935053444,0.057598512
train26.csv,-1.4719406129912014,-1.5370278,2.4323716083067954,5.916431640896986,-19.981361,18.880144,38.861505,2.8430689068451893,2.240440761813802,19.981361,0.14922870212022196,2.548442749497237,0.028622651
train27.csv,2.6186302409375513,3.7283022,10.947330088470157,119.844036065924,-46.995743,44.42659,91.422333,11.256165439645805,8.756864395260072,46.995743,-0.271389905952549,0.3820192595157037,0.672913029
train28.csv,0.13183487870521934,0.39169762,10.870513344743236,118.16806037824077,-33.05301,29.02336,62.07637,10.871312745638589,7.44609070686622,33.05301,-0.09949016170524634,0.6741078393513735,0.159309086
train29.csv,2.539481377924611,0.9970485,8.541671533119072,72.9601525796967,-23.306274,28.531746,51.83802,8.911179397168624,5.937069165350891,28.531746,0.33906792791489065,0.8885279401491131,0.045191049
train30.csv,-10.087520817000334,-10.273957,8.3863559999707,70.33096695824456,-35.58496,22.073782,57.658742000000004,13.118271349215933,11.347610253954473,35.58496,0.17175879685895162,0.6372492158646317,0.09275185
train31.csv,-13.8668777008884,-14.693179,15.550462412087525,241.81688122974697,-61.633114,33.649857,95.282971,20.83523886114923,17.52521045139271,61.633114,0.14896836007471967,0.5782536337980817,0.928338975
train32.csv,-2.6744710890614876,-2.8651857,2.733618664529167,7.472671003062226,-32.342957,21.803793,54.14675,3.8243256411147795,3.2459679982242196,32.342957,-0.02305951499649751,1.068953188272967,0.05965584
train33.csv,-4.936293249704214,-4.875227,3.101977785272302,9.622266180322857,-23.370583,14.461987,37.832570000000004,5.830030636917633,5.12811630255062,23.370583,0.06679910544236219,0.5602498380898586,0.028831268
train34.csv,2.2589791393636016,3.7766669,11.352490061289815,128.87903059168403,-47.729713,43.152645,90.882358,11.57506014428279,9.049957669727593,47.729713,-0.2742198957155718,0.3373562444405134,0.700103573
train35.csv,1.4326402096597968,0.92104745,3.117681545127688,9.71993821682977,-15.746033,21.788912,37.534945,3.431092564645237,2.5457862015012793,21.788912,0.45607733409247175,0.7116940541242047,0.028827561
train36.csv,5.908173987018056,4.689211,11.082261171918654,122.81651268261582,-23.678839,53.121532,76.800371,12.558783083702526,9.659202792507028,53.121532,0.3084217836364636,0.3586978359238131,0.332861874
train37.csv,5.43791781591798,4.803478,6.69263449209107,44.79135644472709,-28.730515,60.196007,88.926522,8.62335819837059,7.021384536358083,60.196007,0.18302385594821724,0.29374802031672864,0.50786784
train38.csv,-1.3836931509002441,-2.555867,8.4002769788727,70.56465332177866,-25.226496,23.02725,48.253746,8.513475204499445,6.416143369797383,25.226496,0.23832598714042832,0.7592862604848056,0.035914277
train39.csv,-7.735784166498798,-6.3745203,10.905988884710439,118.94059355342763,-53.697124,28.435017,82.132141,13.370974168851015,10.50047622802047,53.697124,-0.5265517356931438,1.0474005110800353,0.542141961
train40.csv,1.94936139815532,2.5165377,10.432386616993673,108.8346905264287,-28.751242,43.214825,71.966067,10.612949655352503,7.656784069730194,43.214825,-0.11900437364730171,0.8676829185045212,0.178849028
train41.csv,1.8244127133641732,0.71483487,5.74296065770166,32.98159711590908,-27.185514,38.105217,65.29073100000001,6.025784502004191,4.365934869190716,38.105217,0.5050142721218807,0.1803218392547521,0.132170551
train42.csv,0.9361207449914941,0.8301651,6.005932129879619,36.07122074872033,-34.961536,26.272972,61.234508000000005,6.078449045432869,4.665756432953946,34.961536,0.014878220934545563,0.13628291016096172,0.132121434
train43.csv,-1.3255869706217152,-1.6470433,6.727531870535664,45.259685069073086,-46.210224,33.800262,80.01048599999999,6.856884561209641,5.367275918718983,46.210224,0.07299944361776095,0.1553497257660239,0.435326638
train44.csv,-0.3407948698541764,-1.4493344,8.149859383262097,66.42020796694526,-31.43732,31.319334,62.756654,8.15698161762451,6.1751237795406455,31.43732,-0.16297490456487151,0.2534213455900982,0.141935868
train45.csv,-2.8053415989531683,-4.215134,6.57487151057045,43.22893538051095,-37.124115,31.521294,68.645409,7.148347841797295,6.001117715444699,37.124115,0.4718070040994487,0.26890180510227735,0.187610341
train46.csv,-1.572611106703667,-3.0246286,6.462928374244733,41.76944317061766,-31.052532,28.281418,59.33395,6.651507262534213,5.373563429177198,31.052532,0.38868148682575776,0.3770459616479802,0.094676808
train47.csv,-1.2544758606937931,-1.1947575,7.767743724742156,60.33784257327115,-28.117193,25.323755,53.440948,7.868389432300271,5.4565899192959835,28.117193,-0.16890543205744,0.9940401683811806,0.072398903
train48.csv,-2.3247128401935897,-1.7889475,10.62681488944207,112.92919469446767,-35.327194,28.930351,64.257545,10.878119528844525,7.5099265985646895,35.327194,-0.10477434998093133,1.0989961358877491,0.132467063
