split,file_id,path,damage,row_count,unexpected_row_count,nan_count,pos_inf_count,neg_inf_count,inf_count,non_numeric_count,min,max,mean,median,std,rms,unique_values,exact_zero_count,is_constant
train,train01.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train01.csv,0.103662995,581120,False,0,0,0,0,0,-19.34373,39.39125,5.935076837195951,5.877941,8.63142014337503,10.475044188683889,6121,0,False
train,train02.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train02.csv,0.149208849,581120,False,0,0,0,0,0,-37.650806,25.297182,-7.732027950401875,-8.015717,10.75398131980988,13.245088540761653,7773,0,False
train,train03.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train03.csv,0.111297606,581120,False,0,0,0,0,0,-28.079456,29.944937,1.926783167282217,1.9638029,9.019780884320642,9.223282527109216,6600,0,False
train,train04.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train04.csv,0.894736481,581120,False,0,0,0,0,0,-54.09785,38.48947,-2.4779050628525248,-2.5957277,6.969851630661143,7.397218751256446,9591,0,False
train,train05.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train05.csv,0.054740135,581120,False,0,0,0,0,0,-19.364319,29.429405,3.0745978793732656,2.9789214,8.83038255181263,9.350337327134435,3138,0,False
train,train06.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train06.csv,0.467359393,581120,False,0,0,0,0,0,-44.113018,40.77429,-6.8977824869157445,-6.5313053,10.94057002207665,12.933502064203795,6966,0,False
train,train07.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train07.csv,0.028737481,581120,False,0,0,0,0,0,-24.620083,21.027306,-0.013323069124955393,-1.0990919,7.273800356599723,7.273812558200903,5758,0,False
train,train08.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train08.csv,0.078418334,581120,False,0,0,0,0,0,-25.758049,28.776934,1.3630155787564413,3.2648609,8.907250103750018,9.010933130297186,6839,0,False
train,train09.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train09.csv,0.033628754,581120,False,0,0,0,0,0,-15.130052,31.197628,3.968364001449333,4.0923634,2.8841222881098316,4.905718522374767,2689,0,False
train,train10.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train10.csv,0.716510036,581120,False,0,0,0,0,0,-51.528698,36.99815,-3.144712691729918,-3.7724147,15.500436437273633,15.816217868361809,16103,0,False
train,train11.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train11.csv,0.056409053,581120,False,0,0,0,0,0,-13.06952,32.471573,7.935478603394098,7.955661,4.63180149310024,9.188329866543276,3247,0,False
train,train12.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train12.csv,0.054978382,581120,False,0,0,0,0,0,-36.812668,21.858004,-1.5447622467630027,-0.5107482,4.242997908846007,4.515453648693105,3921,0,False
train,train13.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train13.csv,0.028620288,581120,False,0,0,0,0,0,-21.768717,19.656631,0.020318925604689213,0.18335913,2.918788630322144,2.9188593537948253,1854,0,False
train,train14.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train14.csv,0.035544524,581120,False,0,0,0,0,0,-20.387941,18.265228,-2.90958339563343,-3.040573,2.9012342598212286,4.108872809726068,3608,0,False
train,train15.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train15.csv,0.051323979,581120,False,0,0,0,0,0,-31.82583,23.473158,-4.097311944669335,-4.9501653,4.974653287566469,6.444776218258155,5391,0,False
train,train16.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train16.csv,0.61202604,581120,False,0,0,0,0,0,-55.69706,28.331377,-6.395611893799451,-5.6065373,9.9425281820323,11.821916855849372,4629,0,False
train,train17.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train17.csv,0.423558906,581120,False,0,0,0,0,0,-49.495808,28.950016,-6.190596466655105,-5.421584,10.358194617430582,12.067132233697059,6643,0,False
train,train18.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train18.csv,0.375658256,581120,False,0,0,0,0,0,-34.129246,37.60297,4.061950140234934,3.0272858,10.873316431167357,11.607258468477758,8255,113,False
train,train19.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train19.csv,0.033974091,581120,False,0,0,0,0,0,-18.483664,19.99518,-0.015160703197088298,-0.15412797,3.1031879630466754,3.103224996824949,3613,0,False
train,train20.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train20.csv,0.115031186,581120,False,0,0,0,0,0,-39.69805,23.130886,-8.254081131711008,-8.255944,9.115645027425586,12.297350917774791,7729,0,False
train,train21.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train21.csv,0.056276601,581120,False,0,0,0,0,0,-33.045036,24.541424,-0.14193800490695904,1.203261,3.924486718011482,3.9270526348758685,3337,350,False
train,train22.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train22.csv,0.080670606,581120,False,0,0,0,0,0,-31.297544,19.932467,-4.087055865378639,-3.50774,6.811861061945082,7.943895566658057,4862,0,False
train,train23.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train23.csv,0.789624017,581120,False,0,0,0,0,0,-49.762604,43.288166,4.420352608073618,6.493039,11.766261792722446,12.569185882728574,9562,0,False
train,train24.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train24.csv,0.060708901,581120,False,0,0,0,0,0,-29.688766,21.315899,-4.560233086580943,-4.705155,4.285552893095039,6.2579301213310785,6836,0,False
train,train25.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train25.csv,0.057598512,581120,False,0,0,0,0,0,-26.64341,23.978592,-0.6673736492651724,0.22375128,8.56588120852295,8.591839643886525,5236,0,False
train,train26.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train26.csv,0.028622651,581120,False,0,0,0,0,0,-19.981361,18.880144,-1.4719406129912014,-1.5370278,2.432371608306795,2.843068906845189,3099,0,False
train,train27.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train27.csv,0.672913029,581120,False,0,0,0,0,0,-46.995743,44.42659,2.6186302409375517,3.7283022,10.947330088470155,11.256165439645805,6460,0,False
train,train28.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train28.csv,0.159309086,581120,False,0,0,0,0,0,-33.05301,29.02336,0.131834878705219,0.39169762,10.870513344743237,10.871312745638589,6847,0,False
train,train29.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train29.csv,0.045191049,581120,False,0,0,0,0,0,-23.306274,28.531746,2.539481377924611,0.9970485,8.541671533119072,8.911179397168626,3309,0,False
train,train30.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train30.csv,0.09275185,581120,False,0,0,0,0,0,-35.58496,22.073782,-10.087520817000328,-10.273957,8.3863559999707,13.118271349215929,5986,0,False
train,train31.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train31.csv,0.928338975,581120,False,0,0,0,0,0,-61.633114,33.649857,-13.866877700888402,-14.693179,15.550462412087526,20.83523886114923,15945,0,False
train,train32.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train32.csv,0.05965584,581120,False,0,0,0,0,0,-32.342957,21.803793,-2.6744710890614884,-2.8651857,2.733618664529167,3.8243256411147795,2178,0,False
train,train33.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train33.csv,0.028831268,581120,False,0,0,0,0,0,-23.370583,14.461987,-4.936293249704212,-4.875227,3.101977785272303,5.830030636917634,4950,0,False
train,train34.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train34.csv,0.700103573,581120,False,0,0,0,0,0,-47.729713,43.152645,2.258979139363601,3.7766669,11.352490061289815,11.57506014428279,5562,0,False
train,train35.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train35.csv,0.028827561,581120,False,0,0,0,0,0,-15.746033,21.788912,1.4326402096597968,0.92104745,3.1176815451276876,3.431092564645237,3628,0,False
train,train36.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train36.csv,0.332861874,581120,False,0,0,0,0,0,-23.678839,53.121532,5.908173987018057,4.689211,11.082261171918656,12.558783083702526,5714,0,False
train,train37.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train37.csv,0.50786784,581120,False,0,0,0,0,0,-28.730515,60.196007,5.437917815917979,4.803478,6.69263449209107,8.62335819837059,8814,0,False
train,train38.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train38.csv,0.035914277,581120,False,0,0,0,0,0,-25.226496,23.02725,-1.3836931509002441,-2.555867,8.4002769788727,8.513475204499448,3373,0,False
train,train39.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train39.csv,0.542141961,581120,False,0,0,0,0,0,-53.697124,28.435017,-7.735784166498798,-6.3745203,10.905988884710437,13.370974168851015,8185,0,False
train,train40.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train40.csv,0.178849028,581120,False,0,0,0,0,0,-28.751242,43.214825,1.949361398155321,2.5165377,10.432386616993677,10.612949655352503,5258,0,False
train,train41.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train41.csv,0.132170551,581120,False,0,0,0,0,0,-27.185514,38.105217,1.8244127133641728,0.71483487,5.7429606577016585,6.025784502004191,6658,0,False
train,train42.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train42.csv,0.132121434,581120,False,0,0,0,0,0,-34.961536,26.272972,0.9361207449914941,0.8301651,6.005932129879619,6.078449045432869,6093,0,False
train,train43.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train43.csv,0.435326638,581120,False,0,0,0,0,0,-46.210224,33.800262,-1.3255869706217147,-1.6470433,6.727531870535664,6.856884561209641,7663,0,False
train,train44.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train44.csv,0.141935868,581120,False,0,0,0,0,0,-31.43732,31.319334,-0.34079486985417656,-1.4493344,8.149859383262099,8.156981617624512,4481,0,False
train,train45.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train45.csv,0.187610341,581120,False,0,0,0,0,0,-37.124115,31.521294,-2.8053415989531683,-4.215134,6.574871510570449,7.148347841797295,8526,0,False
train,train46.csv,C:\Documents\Hackathons\NebulaX-Hackathon-ProblemStatement\PS3\02_Datasets\SHM\Train\train46.csv,0.094676808,581120,False,0,0,0,0,0,-31.052532,28.281418,-1.572611106703667,-3.0246286,6.462928374244732,6.651507262534213,6688,0,False
